CountyCode,log_permil
06047,-3.9840533923240127
06109,-3.985347813846335
55105,-3.9866356121371918
18089,-3.9886671239216147
12035,-3.9918503052877004
51191,-3.9929391776742578
48467,-3.9955366056559636
23009,-3.99671335758906
48251,-3.996817482465506
46083,-3.9976317324974837
26045,-3.9996675152801924
20209,-4.000223120033611
47031,-4.001534587631617
51031,-4.006460076911581
37057,-4.006884599784577
17099,-4.013152583278152
39159,-4.015607945684522
50027,-4.016310946083
42103,-4.017499514358493
10003,-4.019956807343099
13113,-4.022015775609467
51067,-4.026583075127243
48139,-4.028317526388595
42085,-4.033470430113895
37047,-4.0343291298121144
22109,-4.036185648048568
45021,-4.036821375978435
12113,-4.0401054125927445
12101,-4.04181853952621
36045,-4.043103898028504
05143,-4.043266157024916
23017,-4.046851057026952
37107,-4.048422780308139
42029,-4.049486656580274
39129,-4.052914744125628
35015,-4.053887084590825
26121,-4.057034910715594
12083,-4.06336975792267
36037,-4.068719014583128
13103,-4.072644135242761
08045,-4.075620353223821
37061,-4.077011882093488
39143,-4.083115080270552
12015,-4.0857802148943225
28087,-4.087689130555259
37105,-4.087923994419178
36077,-4.095959923489953
12071,-4.097583754813167
06025,-4.099238124745667
39167,-4.104459895963194
12021,-4.108510417695
12053,-4.1099718181078
40031,-4.111987997394696
36115,-4.123903364463645
12119,-4.127102126460273
37191,-4.12834333139423
53045,-4.130322844887336
17093,-4.132723575091216
40047,-4.136813200280451
42017,-4.137402455257263
42091,-4.146456431742003
27163,-4.147557471303195
34033,-4.150031523636354
42025,-4.152519126273173
47063,-4.155518052990254
21199,-4.158195346923174
45055,-4.160397560959308
06033,-4.1606939427636345
48181,-4.1607173375863615
26067,-4.162501528882383
01127,-4.173879448668569
35005,-4.178716347441442
27131,-4.183911005581144
42051,-4.195192411098033
41035,-4.19634443724768
42005,-4.196991399182243
48203,-4.197713095199134
17001,-4.198374192644931
37155,-4.198967305793017
39081,-4.200264921138441
18039,-4.218433599118909
28067,-4.21881628973294
42043,-4.225763830047267
04027,-4.2274710117571255
37193,-4.230331271421687
37031,-4.232511029605105
42011,-4.236065936313493
27003,-4.236876577443893
12023,-4.238430476077314
42125,-4.238834440707048
45041,-4.239468912746674
40101,-4.240995762547794
04021,-4.245012995584468
13063,-4.246571965166074
13285,-4.248566668069889
38101,-4.2514907510291575
25011,-4.253937548653646
55097,-4.254860654045514
35043,-4.262855917883245
27139,-4.274441423993944
15007,-4.2770688157006385
37037,-4.280035436485659
55141,-4.291924121405036
22045,-4.294192191785698
35049,-4.308454096073104
53009,-4.311738281555703
39145,-4.3318905651800845
13021,-4.3357208817973705
39093,-4.338482840456816
36065,-4.344627594599537
28075,-4.3535628576733005
27145,-4.354475565586591
51019,-4.35619587463936
37035,-4.359646814266619
48213,-4.3807883683384645
25015,-4.393312706690849
36019,-4.395349983372303
37027,-4.399977057501844
36087,-4.402992800482787
15009,-4.415134955158204
42089,-4.419430795047618
26111,-4.42439143845165
22097,-4.429422970773266
29043,-4.435579249872952
42039,-4.457331212038511
42073,-4.469281731961306
06045,-4.473100581573253
01115,-4.477552700264102
55027,-4.478109243350926
06089,-4.497757566204134
13297,-4.50185202774223
48479,-4.504218455855576
37157,-4.515168889093953
48231,-4.522581740672463
17143,-4.527241076424892
42097,-4.527651789558354
48037,-4.541804310366271
38015,-4.5484622588990415
01095,-4.555528159086609
37101,-4.561479497363358
53005,-4.573091110524345
55101,-4.580570069119859
56021,-4.586354271730451
13139,-4.588212208835461
15001,-4.597384959603775
12055,-4.614298396814963
23031,-4.616817096637491
55039,-4.626383582387289
37049,-4.639040070495707
02170,-4.64789437019787
39109,-4.650898524693122
13217,-4.672819488623841
17091,-4.700553090420644
18091,-4.700616720132104
36089,-4.7008257606821875
42133,-4.708953458451563
35045,-4.745618849038363
12031,-4.751708033026552
39169,-4.757633729114561
48257,-4.773646335959993
29097,-4.780055831458272
20045,-4.782814153230935
23011,-4.792222203157692
28049,-4.792599509238248
53057,-4.817705670188055
42041,-4.822319809554471
42013,-4.825509809969566
22015,-4.836734185610445
05131,-4.850411767360392
40017,-4.916559019384504
13077,-4.945392525034318
34037,-4.9594963737573305
18105,-4.980148594824716
27109,-5.031104365935596
34011,-5.035633551029546
55025,-5.176663724751001
37147,-5.177391898619156
04015,-5.324223876213482
29077,-5.665353448036419
21067,-5.76346233660205
