County Code,%
48095,4.066370647347511
13319,2.789982425307557
45017,1.7639902676399026
47015,1.0052042489484565
16059,0.8027968406059821
38083,0.75642965204236
30107,0.7557864903164856
20159,0.732377174244736
29131,0.6506387368086963
41013,0.5759858218874613
51163,0.5582350839585566
37123,0.5033189875264424
31041,0.41639677986490237
40149,0.41058792696776447
42035,0.41036882216501414
08093,0.40778282651753467
39117,0.34250485215207216
17021,0.29421477678705454
27001,0.17968298787139833
36053,0.16402865594638927
22125,0.14989572471324297
54097,0.13788628437018413
46117,0.13364517206815904
23021,0.13061806091551387
21093,0.13045585001304558
01001,0.12090371011982098
41031,0.11265164644714037
56013,0.11182346801848815
53037,0.08469665225337672
16087,0.06881635863153755
35053,0.05873025195278088
18063,0.05603636137226823
49039,0.05100479445067836
21213,0.04977050268207709
31043,0.04886391399951136
19169,0.046348748583788235
17077,0.044165109563444875
32023,0.04375561338461184
47037,0.04091114974941921
41041,0.03974396519265364
41003,0.036918946131901324
28121,0.035945363048166784
31013,0.035733428622476325
32015,0.035075412136092596
13031,0.034795642514921975
11001,0.032297370700412525
56025,0.032083317908661264
37099,0.030775786558083378
36061,0.03072273251024801
54061,0.0305863011603678
46027,0.02839698991906858
28105,0.028093833403567917
28071,0.027883113986169977
48383,0.02771618625277162
55073,0.027285532031002264
25019,0.027252906976744186
21227,0.027084727400184812
18035,0.026815913081840437
08065,0.026253609871357313
41047,0.025571189000820657
41001,0.02490815119247774
50017,0.024205539610636605
17151,0.024055809477988934
21033,0.023870146403564607
38069,0.023435669088352474
56031,0.02304147465437788
31067,0.022936831964769026
47165,0.02276980834485708
34009,0.02223869532987398
19073,0.02219509488403063
29051,0.022184233534731375
21047,0.022114414451769843
41051,0.022006436882788215
20161,0.021815306164187448
31081,0.021772262138036142
40151,0.02173676774263667
56039,0.0215600879651589
21145,0.021484914520732944
31179,0.021356113187399894
56009,0.021140159255866393
31079,0.0210679847662264
41053,0.0207765542695819
06075,0.020553757261275
17127,0.020466639377814164
45043,0.019544292252316815
21037,0.019520447668933207
37055,0.01946390835279724
31109,0.019377529171255372
13121,0.019250764167389793
22061,0.01885014137606032
22071,0.018646470580722614
20005,0.018315018315018316
51580,0.01812250815512867
16065,0.01792665437410367
41043,0.01790816368061604
35051,0.017871503887052095
51003,0.01777727876644398
13059,0.017641351327511687
31059,0.017482517482517484
47189,0.017321755371626963
47107,0.017029328287606435
29053,0.016937669376693765
29021,0.016865681710854754
31167,0.016823687752355317
45063,0.016771722875232358
20181,0.016764459346186086
21209,0.01667531312532424
51790,0.016418339284981324
53075,0.016376328017850196
51760,0.016131200430165346
06019,0.016123847476566845
29510,0.01605631269990109
29063,0.01585665583128518
34005,0.015802921982532206
31001,0.01578083575306148
18043,0.015586439797376282
