CountyCode,Tally,Population,Geoname,Value
01021,"[0.09035222996730614, 0.09938745296403675, 0.10842267596076736, 0.10842267596076736, 0.13552834495095922, 0.13552834495095922, 0.11745789895749797, 0.08131700697057553, 0.06324656097711431, 0.08131700697057553, 0.054211337980383696, 0.054211337980383696, 0.07228178397384492, 0.09938745296403675, 0.09938745296403675, 0.07228178397384492, 0.08131700697057553, 0.10842267596076736, 0.13552834495095922, 0.1264931219542286, 0.15359879094442047, 0.18973968293134297, 0.1987749059280736, 0.15359879094442047, 0.13552834495095922, 0.1264931219542286, 0.09938745296403675, 0.09035222996730614, 0.07228178397384492, 0.07228178397384492]",43941,"Chilton County, Alabama","[-0.36119068898975554, -0.27828649218741308, -0.2026008903261978, -0.2026008903261978, -0.0085026635543376319, -0.0085026635543376319, -0.13297688580555941, -0.45283702669707693, -0.6714392879061436, -0.45283702669707693, -0.80552505213249481, -0.80552505213249481, -0.55528891576161565, -0.27828649218741308, -0.27828649218741308, -0.55528891576161565, -0.45283702669707693, -0.2026008903261978, -0.0085026635543376319, -0.068515126099846543, 0.10036870629473844, 0.28417289933557133, 0.32463766961888396, 0.10036870629473844, -0.0085026635543376319, -0.068515126099846543, -0.27828649218741308, -0.36119068898975554, -0.55528891576161565, -0.55528891576161565]"
01023,"[0.026716427117389432, 0.029388069829128376, 0.03205971254086732, 0.03205971254086732, 0.04007464067608414, 0.04007464067608414, 0.03473135525260626, 0.02404478440565049, 0.0187014989821726, 0.02404478440565049, 0.016029856270433657, 0.016029856270433657, 0.021373141693911545, 0.029388069829128376, 0.029388069829128376, 0.021373141693911545, 0.02404478440565049, 0.03205971254086732, 0.04007464067608414, 0.0374029979643452, 0.04541792609956202, 0.056104496946517785, 0.058776139658256725, 0.04541792609956202, 0.04007464067608414, 0.0374029979643452, 0.029388069829128376, 0.026716427117389432, 0.021373141693911545, 0.021373141693911545]",12993,"Choctaw County, Alabama","[-0.36119068898975554, -0.27828649218741308, -0.2026008903261978, -0.2026008903261978, -0.0085026635543376319, -0.0085026635543376319, -0.13297688580555941, -0.45283702669707693, -0.6714392879061436, -0.45283702669707693, -0.80552505213249481, -0.80552505213249481, -0.55528891576161565, -0.27828649218741308, -0.27828649218741308, -0.55528891576161565, -0.45283702669707693, -0.2026008903261978, -0.0085026635543376319, -0.068515126099846543, 0.10036870629473844, 0.28417289933557133, 0.32463766961888241, 0.10036870629473844, -0.0085026635543376319, -0.068515126099846543, -0.27828649218741308, -0.36119068898975554, -0.55528891576161565, -0.55528891576161565]"
01025,"[0.050155244381387125, 0.05517076881952584, 0.06018629325766455, 0.06018629325766455, 0.07523286657208068, 0.07523286657208068, 0.06520181769580326, 0.04513971994324841, 0.035108671066970985, 0.04513971994324841, 0.030093146628832276, 0.030093146628832276, 0.0401241955051097, 0.05517076881952584, 0.05517076881952584, 0.0401241955051097, 0.04513971994324841, 0.06018629325766455, 0.07523286657208068, 0.07021734213394197, 0.08526391544835811, 0.10532601320091296, 0.11034153763905168, 0.08526391544835811, 0.07523286657208068, 0.07021734213394197, 0.05517076881952584, 0.050155244381387125, 0.0401241955051097, 0.0401241955051097]",24392,"Clarke County, Alabama","[-0.36119068898975554, -0.27828649218741308, -0.2026008903261978, -0.2026008903261978, -0.0085026635543376319, -0.0085026635543376319, -0.13297688580555941, -0.45283702669707693, -0.6714392879061436, -0.45283702669707693, -0.80552505213249481, -0.80552505213249481, -0.55528891576161565, -0.27828649218741308, -0.27828649218741308, -0.55528891576161565, -0.45283702669707693, -0.2026008903261978, -0.0085026635543376319, -0.068515126099846543, 0.10036870629473844, 0.28417289933557133, 0.32463766961888396, 0.10036870629473844, -0.0085026635543376319, -0.068515126099846543, -0.27828649218741308, -0.36119068898975554, -0.55528891576161565, -0.55528891576161565]"
01027,"[0.02774247938642485, 0.030516727325067335, 0.03329097526370982, 0.03329097526370982, 0.04161371907963727, 0.04161371907963727, 0.0360652232023523, 0.024968231447782367, 0.0194197355704974, 0.024968231447782367, 0.016645487631854913, 0.016645487631854913, 0.022193983509139883, 0.030516727325067335, 0.030516727325067335, 0.022193983509139883, 0.024968231447782367, 0.03329097526370982, 0.04161371907963727, 0.038839471140994786, 0.04716221495692224, 0.05825920671149217, 0.061033454650134655, 0.04716221495692224, 0.04161371907963727, 0.038839471140994786, 0.030516727325067335, 0.02774247938642485, 0.022193983509139883, 0.022193983509139883]",13492,"Clay County, Alabama","[-0.36119068898975554, -0.27828649218741464, -0.2026008903261978, -0.2026008903261978, -0.0085026635543376319, -0.0085026635543376319, -0.13297688580555941, -0.45283702669707693, -0.6714392879061436, -0.45283702669707693, -0.80552505213249481, -0.80552505213249481, -0.55528891576161565, -0.27828649218741464, -0.27828649218741464, -0.55528891576161565, -0.45283702669707693, -0.2026008903261978, -0.0085026635543376319, -0.068515126099848084, 0.10036870629473844, 0.28417289933557133, 0.32463766961888241, 0.10036870629473844, -0.0085026635543376319, -0.068515126099848084, -0.27828649218741464, -0.36119068898975554, -0.55528891576161565, -0.55528891576161565]"
01029,"[0.03068698209035017, 0.033755680299385186, 0.03682437850842021, 0.03682437850842021, 0.04603047313552527, 0.04603047313552527, 0.03989307671745523, 0.027618283881315153, 0.02148088746324512, 0.027618283881315153, 0.018412189254210103, 0.018412189254210103, 0.024549585672280137, 0.033755680299385186, 0.033755680299385186, 0.024549585672280137, 0.027618283881315153, 0.03682437850842021, 0.04603047313552527, 0.04296177492649025, 0.05216786955359531, 0.06444266238973538, 0.0675113605987704, 0.05216786955359531, 0.04603047313552527, 0.04296177492649025, 0.033755680299385186, 0.03068698209035017, 0.024549585672280137, 0.024549585672280137]",14924,"Cleburne County, Alabama","[-0.36119068898975554, -0.27828649218741308, -0.2026008903261978, -0.2026008903261978, -0.0085026635543360863, -0.0085026635543360863, -0.13297688580555941, -0.45283702669707693, -0.6714392879061436, -0.45283702669707693, -0.80552505213249481, -0.80552505213249481, -0.55528891576161721, -0.27828649218741308, -0.27828649218741308, -0.55528891576161721, -0.45283702669707693, -0.2026008903261978, -0.0085026635543360863, -0.068515126099846543, 0.10036870629473844, 0.28417289933557133, 0.32463766961888396, 0.10036870629473844, -0.0085026635543360863, -0.068515126099846543, -0.27828649218741308, -0.36119068898975554, -0.55528891576161721, -0.55528891576161721]"
01031,"[0.1053317706084346, 0.11586494766927806, 0.12639812473012152, 0.12639812473012152, 0.15799765591265186, 0.15799765591265186, 0.13693130179096497, 0.09479859354759114, 0.07373223942590422, 0.09479859354759114, 0.06319906236506076, 0.06319906236506076, 0.08426541648674768, 0.11586494766927806, 0.11586494766927806, 0.08426541648674768, 0.09479859354759114, 0.12639812473012152, 0.15799765591265186, 0.1474644788518084, 0.17906401003433875, 0.22119671827771253, 0.23172989533855598, 0.17906401003433875, 0.15799765591265186, 0.1474644788518084, 0.11586494766927806, 0.1053317706084346, 0.08426541648674768, 0.08426541648674768]",51226,"Coffee County, Alabama","[-0.36119068898975554, -0.27828649218741308, -0.2026008903261978, -0.2026008903261978, -0.0085026635543376319, -0.0085026635543376319, -0.13297688580555941, -0.45283702669707693, -0.6714392879061436, -0.45283702669707693, -0.80552505213249481, -0.80552505213249481, -0.55528891576161565, -0.27828649218741308, -0.27828649218741308, -0.55528891576161565, -0.45283702669707693, -0.2026008903261978, -0.0085026635543376319, -0.068515126099848084, 0.10036870629473844, 0.28417289933557133, 0.32463766961888241, 0.10036870629473844, -0.0085026635543376319, -0.068515126099848084, -0.27828649218741308, -0.36119068898975554, -0.55528891576161565, -0.55528891576161565]"
01033,"[1.1114798593547592, 2.1226278452902347, 2.13377583122571, 2.1337758312257096, 2.1672197890321367, 1.1672197890321392, 1.1449238171611873, 0.10033187341928321, 0.07803590154833137, 0.10033187341928321, 0.06688791561285547, 0.06688791561285547, 0.08918388748380729, 0.12262784529023504, 0.12262784529023504, 0.08918388748380729, 0.10033187341928321, 0.13377583122571096, 1.1672197890321387, 1.156071803096663, 1.1895157609030909, 1.2341077046449946, 1.2452556905804706, 1.189515760903091, 0.16721978903213872, 0.1560718030966628, 0.12262784529023504, 0.11147985935475913, 0.08918388748380729, 0.08918388748380729]",54216,"Colbert County, Alabama","[1.6390866767949686, 2.2018377866794716, 2.20639418641986, 2.20639418641986, 2.2199219075785019, 1.6816497714833043, 1.6648736219667502, -0.45283702669707693, -0.6714392879061436, -0.45283702669707693, -0.80552505213249481, -0.80552505213249481, -0.55528891576161565, -0.27828649218741308, -0.27828649218741308, -0.55528891576161565, -0.45283702669707693, -0.2026008903261978, 1.6816497714833043, 1.6733021404018174, 1.6981084792802017, 1.7301200873078295, 1.7379422415727777, 1.6981084792802017, -0.0085026635543360863, -0.068515126099846543, -0.27828649218741308, -0.36119068898975554, -0.55528891576161565, -0.55528891576161565]"
01035,"[0.02548680936812452, 0.02803549030493697, 0.030584171241749423, 0.030584171241749423, 0.03823021405218678, 0.03823021405218678, 0.03313285217856188, 0.022938128431312068, 0.017840766557687165, 0.022938128431312068, 0.015292085620874713, 0.015292085620874713, 0.020389447494499616, 0.02803549030493697, 0.02803549030493697, 0.020389447494499616, 0.022938128431312068, 0.030584171241749423, 0.03823021405218678, 0.03568153311537433, 0.043327575925811684, 0.05352229967306149, 0.05607098060987394, 0.043327575925811684, 0.03823021405218678, 0.03568153311537433, 0.02803549030493697, 0.02548680936812452, 0.020389447494499616, 0.020389447494499616]",12395,"Conecuh County, Alabama","[-0.36119068898975554, -0.27828649218741464, -0.2026008903261978, -0.2026008903261978, -0.0085026635543376319, -0.0085026635543376319, -0.13297688580555941, -0.45283702669707693, -0.6714392879061436, -0.45283702669707693, -0.80552505213249481, -0.80552505213249481, -0.55528891576161721, -0.27828649218741464, -0.27828649218741464, -0.55528891576161721, -0.45283702669707693, -0.2026008903261978, -0.0085026635543376319, -0.068515126099846543, 0.10036870629473844, 0.28417289933557133, 0.32463766961888241, 0.10036870629473844, -0.0085026635543376319, -0.068515126099846543, -0.27828649218741464, -0.36119068898975554, -0.55528891576161721, -0.55528891576161721]"
01037,"[0.021756831780889514, 0.023932514958978465, 0.026108198137067416, 0.026108198137067416, 0.03263524767133427, 0.03263524767133427, 0.028283881315156367, 0.019581148602800563, 0.01522978224662266, 0.019581148602800563, 0.01305409906853371, 0.01305409906853371, 0.01740546542471161, 0.023932514958978465, 0.023932514958978465, 0.01740546542471161, 0.019581148602800563, 0.026108198137067416, 0.03263524767133427, 0.030459564493245318, 0.036986614027512174, 0.04568934673986798, 0.04786502991795693, 0.036986614027512174, 0.03263524767133427, 0.030459564493245318, 0.023932514958978465, 0.021756831780889514, 0.01740546542471161, 0.01740546542471161]",10581,"Coosa County, Alabama","[-0.36119068898975554, -0.27828649218741464, -0.2026008903261978, -0.2026008903261978, -0.0085026635543376319, -0.0085026635543376319, -0.13297688580555941, -0.45283702669707693, -0.6714392879061436, -0.45283702669707693, -0.80552505213249481, -0.80552505213249481, -0.55528891576161721, -0.27828649218741464, -0.27828649218741464, -0.55528891576161721, -0.45283702669707693, -0.2026008903261978, -0.0085026635543376319, -0.068515126099848084, 0.10036870629473844, 0.28417289933557133, 0.32463766961888241, 0.10036870629473844, -0.0085026635543376319, -0.068515126099848084, -0.27828649218741464, -0.36119068898975554, -0.55528891576161721, -0.55528891576161721]"
01039,"[0.07702177533773363, 0.084723952871507, 0.09242613040528036, 0.09242613040528036, 0.11553266300660045, 0.11553266300660045, 0.10012830793905372, 0.06931959780396027, 0.05391524273641354, 0.06931959780396027, 0.04621306520264018, 0.04621306520264018, 0.06161742027018691, 0.084723952871507, 0.084723952871507, 0.06161742027018691, 0.06931959780396027, 0.09242613040528036, 0.11553266300660045, 0.10783048547282709, 0.13093701807414718, 0.16174572820924063, 0.169447905743014, 0.13093701807414718, 0.11553266300660045, 0.10783048547282709, 0.084723952871507, 0.07702177533773363, 0.06161742027018691, 0.06161742027018691]",37458,"Covington County, Alabama","[-0.36119068898975554, -0.27828649218741308, -0.2026008903261978, -0.2026008903261978, -0.0085026635543376319, -0.0085026635543376319, -0.13297688580555941, -0.45283702669707693, -0.6714392879061436, -0.45283702669707693, -0.80552505213249481, -0.80552505213249481, -0.55528891576161565, -0.27828649218741308, -0.27828649218741308, -0.55528891576161565, -0.45283702669707693, -0.2026008903261978, -0.0085026635543376319, -0.068515126099846543, 0.10036870629473844, 0.28417289933557133, 0.32463766961888396, 0.10036870629473844, -0.0085026635543376319, -0.068515126099846543, -0.27828649218741308, -0.36119068898975554, -0.55528891576161565, -0.55528891576161565]"
01041,"[0.028608146731643122, 0.031468961404807434, 0.034329776077971746, 0.034329776077971746, 0.04291222009746468, 0.04291222009746468, 0.03719059075113606, 0.02574733205847881, 0.020025702712150185, 0.02574733205847881, 0.017164888038985873, 0.017164888038985873, 0.022886517385314498, 0.031468961404807434, 0.031468961404807434, 0.022886517385314498, 0.02574733205847881, 0.034329776077971746, 0.04291222009746468, 0.04005140542430037, 0.04863384944379331, 0.060077108136450556, 0.06293792280961487, 0.04863384944379331, 0.04291222009746468, 0.04005140542430037, 0.031468961404807434, 0.028608146731643122, 0.022886517385314498, 0.022886517385314498]",13913,"Crenshaw County, Alabama","[-0.36119068898975554, -0.27828649218741308, -0.2026008903261978, -0.2026008903261978, -0.0085026635543376319, -0.0085026635543376319, -0.13297688580555941, -0.45283702669707693, -0.6714392879061436, -0.45283702669707693, -0.80552505213249481, -0.80552505213249481, -0.55528891576161565, -0.27828649218741308, -0.27828649218741308, -0.55528891576161565, -0.45283702669707693, -0.2026008903261978, -0.0085026635543376319, -0.068515126099846543, 0.10036870629473844, 0.28417289933557133, 0.32463766961888396, 0.10036870629473844, -0.0085026635543376319, -0.068515126099846543, -0.27828649218741308, -0.36119068898975554, -0.55528891576161565, -0.55528891576161565]"
01043,"[2.169578269899039, 2.1865360968889425, 3.203493923878846, 3.2034939238788454, 3.2543674048485567, 1.2543674048485598, 1.2204517508687518, 1.152620442909136, 0.11870478892932781, 0.15262044290913576, 0.10174696193942384, 0.10174696193942384, 0.1356626159192318, 0.1865360968889437, 0.1865360968889437, 0.1356626159192318, 0.15262044290913576, 0.20349392387884768, 0.2543674048485596, 0.23740957785865563, 0.2882830588283676, 0.3561143667879836, 0.3730721937778876, 0.2882830588283676, 0.2543674048485596, 0.23740957785865563, 0.1865360968889437, 0.16957826989903974, 1.1356626159192318, 2.135662615919232]",82471,"Cullman County, Alabama","[1.855997448665285, 1.8627698134619277, 2.1949804770348282, 2.1949804770348282, 2.2086854741007027, 1.3794132366998035, 1.3555707724589054, 1.3058308867490409, -0.6714392879061436, -0.45283702669707693, -0.80552505213249481, -0.80552505213249481, -0.55528891576161721, -0.27828649218741308, -0.27828649218741308, -0.55528891576161721, -0.45283702669707693, -0.2026008903261978, -0.0085026635543376319, -0.068515126099846543, 0.10036870629473844, 0.28417289933557133, 0.32463766961888396, 0.10036870629473844, -0.0085026635543376319, -0.068515126099846543, -0.27828649218741308, -0.36119068898975554, 1.2929384316309325, 1.8422924515994104]"
